subset_mask,heads,size,n,correct,acc,ba,rescue,harm,delta_acc,delta_ba
20,2|4,2,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
21,0|2|4,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
22,1|2|4,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
23,0|1|2|4,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
24,3|4,2,41,17,0.4146341463414634,0.37172619047619043,1,2,-0.024390243902439046,-0.010416666666666685
25,0|3|4,3,41,18,0.43902439024390244,0.3821428571428571,1,1,0.0,0.0
26,1|3|4,3,41,18,0.43902439024390244,0.3821428571428571,1,1,0.0,0.0
27,0|1|3|4,4,41,18,0.43902439024390244,0.3821428571428571,1,1,0.0,0.0
28,2|3|4,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
29,0|2|3|4,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
30,1|2|3|4,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
31,0|1|2|3|4,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
32,5,1,41,19,0.4634146341463415,0.39255952380952375,2,1,0.024390243902439046,0.01041666666666663
33,0|5,2,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
34,1|5,2,41,20,0.4878048780487805,0.4029761904761905,2,0,0.04878048780487804,0.02083333333333337
35,0|1|5,3,41,20,0.4878048780487805,0.4029761904761905,2,0,0.04878048780487804,0.02083333333333337
36,2|5,2,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
37,0|2|5,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
38,1|2|5,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
39,0|1|2|5,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
40,3|5,2,41,17,0.4146341463414634,0.37172619047619043,1,2,-0.024390243902439046,-0.010416666666666685
41,0|3|5,3,41,18,0.43902439024390244,0.3821428571428571,1,1,0.0,0.0
42,1|3|5,3,41,18,0.43902439024390244,0.3821428571428571,1,1,0.0,0.0
43,0|1|3|5,4,41,18,0.43902439024390244,0.3821428571428571,1,1,0.0,0.0
44,2|3|5,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
